"company","domain","country","Size","Annual Revenue","segment","lead_persona","dm_targets","Use AI Tool Level","Use AI Has Tryon","Use AI Has Prompt","Use AI Product Category","Use AI Tool Url","Use AI Tool Evidence","rank_score"
"EMCER ITALIA","emcer.in","IT","201-500 employees","25M-75M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic porcelain mosaic tiles","https://www.emcer.in/","The homepage offers only picking/filtering navigation — 'choose by Size', 'choose by Finish', 'choose by Surface', 'choose by Application' — leading to product listings, with no visualizer, configurator, room preview or AI tool found anywhere on the site.","40"
"IDEAGROUP","ideagroup.it","IT","201-500 employees","25M-75M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","bathroom and laundry furniture","https://virtualtour.ideagroup.it","The homepage promotes the 'Ideagroup Virtual Showroom Experience': 'Explore the innovative Ideagroup virtual showroom. Discover our collections and click on the plus icons to find out more about the products.' This is an informational virtual tour without in-room placement, composition, or prompt-based generation, so it does not reach ADVANCED; downloadable catalogues are also offered.","40"
"KARO TILE","karotr.com","TR","201-500 employees","25M-75M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","wall tiles and pool porcelains","https://karotr.com/en/karo-products/","The products page invites visitors to 'Access all products. Take a close look at the products in the size, color and series you want', and series pages offer downloadable PDF catalogs (e.g. 'METRO_serisi.pdf') with size and colour options, but there is no interactive room preview, visualizer, configurator, or AI tool anywhere in the site navigation.","40"
"NEWFORM","newform.it","IT","201-500 employees","25M-75M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","faucets, shower systems, accessories","https://www.newform.it/en/products","The products page provides “Enter a search term or product code” and “Filters,” including categories such as “Basin taps,” “Shower taps,” “Bath taps,” and “Washbasins.” This supports BASIC classification as catalogue filtering; no customer-facing room visualizer, uploaded-photo preview, or text-prompt generator is shown on the reviewed pages.","40"
"PROCONCEPT","proconceptiles.com","ES","201-500 employees","25M-75M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic floor wall tiles","https://proconceptiles.com/en/coleccion/","The collections page says, “All our ceramic floor and wall tile products at a glance” and instructs users to “Use the product filter and find the perfect solution,” with filters for effect, format, and finishes; no interactive room or prompt-based visualizer is shown.","40"
"SERANIT","seranit.com.tr","TR","1,001-5,000 employees","25M-75M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic tiles bathroom furniture","https://www.seranit.com.tr/en/product-list","The site labels the page “ALL PRODUCTS” and says customers can choose from “hundreds of options of different sizes and designs,” with “Search product” and filters for product group, usage area, texture, surface, size, collection and colour. No customer-driven room preview, uploaded-photo try-on or text-prompt generator is stated.","40"
"BULBO","bulbo.it","IT","2-10 employees","500K-1M","4-no design step","Marketing","Owner / Founder","NONE","no","no","decorative ceramic and glass surfaces","","No design tool found: the site navigation contains only Collections, Solidum and DNA, and no visualizer, configurator, simulator or AI feature appears on the checked pages.","38"
"LETSHELTER","letshelter.com","IT","2-10 employees","500K-1M","4-no design step","Marketing","Owner / Founder","NONE","no","no","handmade ceramic towel hooks","","No visualizer, configurator, simulator, or design tool appears anywhere on the site — the homepage and navigation show only collections ('Hearts, Gestures, Animals, Classics, Nature, City'), installation instructions, and shop utilities. The closest custom offering is engraving handled by the workshop, not a tool: 'It can be engraved with your cat's name (who rules the house), with the map of your best trip, or with a gesture that only you and your friends understand.'","38"
"MASETTI DESIGN","masettidesign.com","IT","2-10 employees","500K-1M","4-no design step","Marketing","Owner / Founder","NONE","no","no","stone, terrazzo, mosaic surfaces","","No customer-facing design tool, visualizer, configurator, or simulator was found anywhere on the site; the main navigation contains only Home, About, Products, Projects, Blog, and Contact, and the product pages describe materials without any interactive preview feature.","38"
"AKGUN SERAMIK","duratiles.com.tr","TR","1,001-5,000 employees","200M-500M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic and porcelain tiles","https://www.duratiles.com.tr/en/products?durastone=1","The site's product area offers only filtering by size (90X180, 60X120, etc.) and thickness, plus downloadable catalogues; the only visualization feature is a '360 VIRTUAL TOUR' of 'the domestic and international fairs participated by us', which is not a room-placement or prompt-based tool.","35"
"ALAPLANA","nuevaalaplana.es","ES","501-1,000 employees","200M-500M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","porcelain and ceramic tiles","https://nuevaalaplana.es/products?lang=en","The Products page provides “Family,” “Format,” “Technical Solution,” “Characteristic,” “Serie,” and “Search” controls. The site navigation also lists “BIM” and “Virtual Tour,” but the available evidence does not show an interactive room preview, product composition tool, or AI prompt feature.","35"
"ATLAS CONCORDE","atlasconcorde.com","IT","501-1,000 employees","200M-500M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic and porcelain tiles","https://www.atlasconcorde.com/en/software-3d","The site states: “To facilitate 3D design with its products, Atlas Concorde provides various 3D design software for designers worldwide.” This supports a BASIC design resource for designers, but the page does not describe an interactive room preview, uploaded-photo try-on, or text-prompt generation.","35"
"CERLAT","cerlat.com","ES","51-200 employees","500K-1M","4-no design step","Marketing","Marketing + Design + MD","NONE","no","no","ceramic tiles and pavements","","The site describes CERLAT as “empresa de azulejos y pavimentos cerámicos” and says “Todo tipo de revestimientos y suelos cerámicos a tu alcance.” No visualizer, configurator, room-preview, or prompt-based design feature is identified in the checked site content.","35"
"CORDIVARI DESIGN","cordivaridesign.it","IT","501-1,000 employees","200M-500M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","designer radiators and heaters","https://www.cordivaridesign.it/en/","The site offers “DOWNLOAD THE 3D DRAWING OF YOUR DESIGN RADIATOR” and links to a 3D drawings/BIM section. This is a downloadable specification resource, so it is classified as BASIC rather than an interactive visualizer; no room try-on or text-prompt generation is stated.","35"
"GURAL SERAMIK","guralseramik.com","TR","5,001-10,000 employees","500M-1B","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic tile collections","https://guralseramik.com/Content/assets/media/katalog/gural-seramik-2025.pdf","The site labels the feature “E-Katalog” and says visitors can examine Güral Seramik’s “zengin ve çeşitli ürün kataloglarını” to discover ceramic designs suited to their spaces; the linked catalogue lists numerous collections and tile dimensions.","35"
"KTL CERAMICA","ktlceramica.com","ES","1,001-5,000 employees","1B-10B","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic and porcelain tiles","https://ktlceramica.com/en/products","The Products page offers selectable catalogue fields including “Family,” “Format,” “Technical Solution,” “Characteristic,” and “Serie,” followed by “Search.” This supports BASIC filtering, but no customer-facing room preview or prompt-generation feature is stated; the navigation only mentions a “Virtual tour.”","35"
"PAVIGRES","pavigres.com","PT","501-1,000 employees","200M-500M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","floor and wall tiles","https://pavigres.com/?v=pc","The site describes a “wide choice of ceramic floor and wall tiles” and says “You can search by:”, indicating catalogue filtering. No customer-facing room visualizer, uploaded-photo preview, or prompt-based generator is stated.","35"
"SCRIGNO","scrigno.com","IT","501-1,000 employees","200M-500M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","doors and interior solutions","https://www.scrigno.com/en/security-door-configurator/","The site describes a “security door configurator” that guides users through simple questions and lets them “choose every detail” of a new security door. The available wording indicates product selection rather than an in-room or uploaded-photo preview, so it is classified as BASIC.","35"
"SERAMIKSAN","seramiksan.com.tr","TR","1,001-5,000 employees","200M-500M","5-filters only","Marketing","Head of Digital (park)","BASIC","no","no","ceramic tiles and sanitaryware","https://www.seramiksan.com/virtual-tours","The site labels the page “Virtual Tours” and lists “Porcelain Tiles Decor”; its tiles section also provides downloadable catalogues. No wording indicates product placement in a room or text-prompt generation, so the highest supported level is BASIC.","35"
